EmployeeID,DateOfHire,DateOfBirth,Gender,Department,JobTitle,EmploymentStatus,SupervisorID,SupervisorName,SupervisorLevel,ProjectsAssigned,ProjectsCompleted,PerformanceRating,Salary,Bonus,YearsAtCompany,YearsInCurrentRole,TrainingHours,OvertimeHours,Absences,HireSource,EmployeeEngagementScore,TerminationDate,ReasonForLeaving,LastPromotionDate,SeniorLeader,TeamSize,PromotionCount,WorkFromHomeDays,PerformanceImprovementPlan,YearsSinceLastTraining,JobSatisfactionScore,RetentionRisk,DiversityCategory,SkillsAssessmentScore,RecruitmentCost,TimeToFillPosition,InternalPromotion,WorkHoursPerWeek,StressLevelScore
47869,28-04-2015,01-01-1978,Female,Sales,Multimedia specialist,Active,115,Jessica Hubbard,Director,6,16,4,94383.56,11318.24,6,3,82,18,9,Job Board,1.2,,,28-12-2016,Patrick,31,5,2,No,4,4.17,Low,Diverse,70.66,9956.79,26,No,49,5.18
47870,13-12-2024,05-06-2003,Female,Sales,Veterinary surgeon,Active,636,Shane Stewart,Manager,14,9,5,76449.83,8613.89,10,2,94,27,2,Referral,4.45,,,,Patrick,10,2,8,Yes,2,2.44,Medium,Non-Diverse,59.45,7069.93,28,No,31,4.85
47871,03-10-2022,08-05-1959,Male,Sales,Building services engineer,Terminated,64,Rachel Dunn,VP,11,6,3,48624.18,8118.89,2,5,70,37,11,Recruiter,4.72,11-11-2024,Retirement,,Arun S,6,5,15,No,2,3.99,Low,Non-Diverse,97.1,1430.59,41,Yes,51,1.98
47872,24-03-2020,23-06-1982,Non-Binary,IT,"Surveyor, hydrographic",Terminated,127,Jonathan Carroll,Director,0,1,3,49185.74,19491.98,0,4,42,1,1,Walk-in,3.59,05-05-2023,Resignation,,Arun S,7,5,12,Yes,2,2.48,High,Diverse,51.91,4209.86,40,No,53,8.31
47873,02-03-2022,27-04-1990,Non-Binary,HR,Estate agent,Terminated,183,Clayton Klein,Director,15,4,4,79322.99,12380.04,2,5,29,35,5,Recruiter,4.7,02-04-2023,Retirement,,Thomas G,32,3,6,Yes,1,3.82,High,Diverse,67.82,4432.52,49,No,58,5.22
47874,20-02-2023,23-07-2006,Female,Finance,Fast food restaurant manager,Active,98,Marie Bowman,Director,12,15,4,57203.34,5831.22,3,9,4,36,6,Walk-in,1.31,,,06-01-2025,Patrick,27,2,17,Yes,4,3.17,Low,Non-Diverse,86.12,9388.84,44,No,56,6.55
47875,24-02-2020,06-02-1986,Non-Binary,HR,Writer,Active,842,Stephen Gonzalez,Director,12,10,4,69826.7,17870.15,1,7,83,11,15,Walk-in,4.11,,,12-11-2021,Thomas G,42,1,11,Yes,1,2.67,High,Diverse,96.26,2239.39,46,No,43,8.2
47876,09-06-2020,07-11-1961,Female,Sales,"Scientist, research (medical)",On Leave,504,Heather Moore,Manager,18,20,5,85437.39,930.62,10,0,7,26,1,Job Board,4.85,,,04-11-2023,Thomas G,7,1,18,No,0,4.95,Medium,Non-Diverse,86.3,7727.51,42,Yes,35,1.8
47877,22-03-2022,05-06-1986,Male,Marketing,Advertising copywriter,Active,57,Karen Davis,Manager,13,5,1,118634.09,232.33,6,1,98,14,20,Referral,3.62,,,,Thomas G,5,4,10,No,4,3.26,Low,Non-Diverse,84.85,3194.36,23,No,43,5.57
47878,11-02-2019,26-08-1992,Male,Finance,Careers adviser,Terminated,379,Mr. Arthur Gross MD,Manager,13,2,3,117923.56,3579.63,10,7,1,0,12,Recruiter,2.24,01-10-2021,Retirement,,Arun S,9,1,6,Yes,2,2.92,Low,Diverse,54.19,1555.34,29,No,36,8.57
47879,02-09-2017,20-07-1997,Non-Binary,HR,Translator,Terminated,339,Joseph King,VP,3,1,1,32288.85,17528.66,0,1,54,9,6,Walk-in,4.28,12-10-2024,None,,Arun S,6,5,18,No,2,4.68,High,Diverse,80.56,3392.52,34,Yes,43,7.15
47880,09-02-2023,15-10-2001,Male,Finance,Sports coach,Active,535,Jerry Sweeney,VP,15,18,1,84727.91,2797.86,3,10,56,14,14,Job Board,1.16,,,23-04-2024,Patrick,8,4,13,Yes,1,3.19,Low,Diverse,59.64,8964.8,25,No,56,2.54
47881,11-11-2024,07-02-2002,Male,HR,"Pilot, airline",Terminated,78,Denise Potts,Manager,16,20,2,75496.64,14607.65,6,0,53,15,19,Job Board,4.71,15-12-2024,None,13-12-2024,Patrick,8,2,8,No,0,1.27,Medium,Non-Diverse,89.7,2653.51,11,No,47,8.13
47882,24-06-2021,08-01-1995,Non-Binary,Sales,Occupational therapist,Active,315,Adam Mitchell,Manager,13,5,3,94773.39,1138.42,8,4,29,3,16,Walk-in,3.97,,,,Arun S,43,0,4,Yes,0,2.02,High,Non-Diverse,54.32,8827.94,8,Yes,59,6.23
47883,15-01-2017,21-01-1964,Male,Marketing,Solicitor,Active,752,Connie Smith,VP,11,5,4,84316.65,16334.83,10,3,89,48,7,Walk-in,2.05,,,30-07-2023,Patrick,9,0,19,Yes,0,2.01,High,Diverse,66.28,5457.04,28,Yes,31,2.34
47884,14-05-2017,03-11-2005,Non-Binary,IT,Metallurgist,Active,24,Arthur Mcclain,Manager,1,8,4,79554.34,18378.94,7,10,40,6,10,Job Board,3.13,,,,Arun S,36,2,14,Yes,1,1.19,High,Diverse,82.75,6529.11,22,No,36,7.86
47885,01-10-2023,15-04-1973,Female,Finance,Primary school teacher,Active,137,Mary Dickson,Director,8,15,5,53872.27,5795.47,1,4,90,11,7,Job Board,4.47,,,,Arun S,7,2,16,Yes,5,2.52,Medium,Diverse,96.3,4837.46,33,Yes,32,1.37
47886,24-06-2023,05-12-1967,Male,HR,Insurance account manager,Terminated,39,Kevin Reid,Manager,14,10,2,54064.48,15178.39,9,1,53,44,19,Referral,2.13,18-11-2023,Layoff,30-10-2024,Thomas G,49,3,3,No,4,2.41,Low,Diverse,58.56,6512.22,35,Yes,49,3.31
47887,09-05-2015,16-11-1972,Non-Binary,Sales,Pension scheme manager,Active,956,Patrick Delgado,Director,5,19,1,37198.49,8191.09,2,2,34,31,3,Recruiter,1.51,,,30-11-2024,Thomas G,44,4,1,No,0,2.96,Medium,Diverse,50.69,4637.37,41,Yes,48,9.09
47888,07-01-2017,13-10-1992,Male,Marketing,Community arts worker,Active,640,Patrick Miller,Director,5,17,3,50961.45,242.38,3,4,68,36,6,Walk-in,4.87,,,11-05-2020,Patrick,40,5,6,Yes,2,4.88,Medium,Diverse,67.83,8759.39,54,No,46,9.56
47889,10-05-2018,02-01-1962,Female,Finance,"Teacher, special educational needs",Active,136,Jonathan Walker,Director,13,11,2,104144.18,1765.1,2,5,81,32,6,Walk-in,4.07,,,09-05-2023,Patrick,14,4,3,No,4,3.88,Medium,Non-Diverse,92.59,4446.44,37,Yes,51,1.35
47890,29-05-2018,07-01-1989,Female,Sales,Senior tax professional/tax inspector,On Leave,939,Teresa Cox,Director,8,6,5,117201.09,10322.55,5,8,93,7,14,Recruiter,2.55,,,28-03-2020,Arun S,12,3,11,Yes,5,3.82,Medium,Diverse,98.31,1286.32,32,No,56,2.83
47891,12-01-2020,19-11-1969,Male,Marketing,Dancer,Active,714,Jack Salazar,Director,8,15,4,119804.1,2401.11,6,4,68,44,1,Referral,1.33,,,01-11-2020,Thomas G,23,5,13,No,5,2.25,High,Non-Diverse,96.58,2732.84,23,No,45,2.85
47892,23-10-2016,22-08-2002,Non-Binary,HR,Sales executive,On Leave,141,Erik Padilla,Manager,9,17,3,99478.42,6633.81,6,7,31,44,8,Job Board,2.94,,,,Patrick,39,0,13,Yes,4,1.54,Low,Diverse,68.99,4461.33,18,Yes,40,6.49
47893,18-07-2018,02-06-1961,Male,Sales,Police officer,Active,801,Robert Brock,Manager,6,10,5,105468.91,14856.87,2,2,84,30,17,Job Board,3.59,,,,Patrick,11,4,3,Yes,0,1.93,Medium,Diverse,66.17,1972.41,10,No,37,4.31
47894,10-07-2021,02-09-1966,Male,HR,Lawyer,Terminated,395,Chelsea Wright,Director,17,5,3,78368.88,13530.54,9,9,52,0,17,Job Board,4.8,19-09-2023,None,15-02-2024,Patrick,12,4,17,Yes,5,3.2,Medium,Diverse,96.6,5842.24,10,No,52,5.16
47895,08-06-2017,20-11-1967,Female,Sales,Exercise physiologist,Active,806,Frank Johnson,VP,19,7,3,98538.51,18319.79,2,6,94,26,2,Recruiter,3.03,,,,Arun S,43,5,12,Yes,4,3.68,Low,Diverse,53.56,7213.68,15,Yes,60,2.06
47896,28-04-2015,31-12-1963,Female,Sales,Textile designer,On Leave,263,James Anderson,VP,17,13,3,94859.2,6531.71,0,4,16,17,18,Job Board,3.9,,,10-01-2024,Arun S,47,3,11,No,4,3.25,High,Diverse,92.45,2379.77,32,No,31,1.28
47897,22-02-2019,24-05-1995,Male,Marketing,Mechanical engineer,Active,21,Karen Woods,Director,4,0,3,35809.41,6680.57,3,10,73,29,14,Referral,2.89,,,23-12-2022,Arun S,14,4,12,Yes,1,2.95,High,Non-Diverse,94.98,3392.78,51,Yes,37,6.4
47898,05-08-2018,01-09-1959,Male,IT,IT trainer,Active,604,Kristin Casey,Director,6,15,5,77450.2,1109.13,4,8,74,36,16,Walk-in,4.06,,,08-05-2020,Patrick,9,0,13,No,2,4.17,High,Non-Diverse,90.49,7115.98,55,No,35,9.35
47899,17-03-2024,13-06-1969,Female,HR,Counsellor,Terminated,495,Ronnie Adams,VP,0,13,5,69394.69,9833.7,7,6,54,19,16,Recruiter,1.91,01-07-2024,Retirement,,Thomas G,25,3,18,Yes,5,2.35,Medium,Non-Diverse,70.78,7066.27,7,Yes,45,2.02
47900,01-09-2024,11-02-1959,Non-Binary,HR,Heritage manager,On Leave,748,Mary Boyle,VP,19,3,5,74939.86,7895.93,10,3,50,8,2,Walk-in,1.76,,,10-01-2025,Patrick,11,5,6,Yes,5,3.94,High,Diverse,82.18,5131.73,56,Yes,49,6.09
47901,03-10-2023,29-12-1983,Non-Binary,HR,Data scientist,Terminated,178,Barbara Haney,Manager,0,9,4,32876.43,2627.56,9,3,63,46,7,Walk-in,1.14,05-06-2024,Retirement,02-03-2024,Arun S,21,5,8,Yes,0,2.46,High,Diverse,59.6,4885.2,38,Yes,35,4.64
47902,17-01-2025,21-06-2005,Male,HR,"Investment banker, corporate",Terminated,952,Billy Martin,Manager,16,8,2,79718.07,11378.91,5,2,73,26,15,Job Board,1.9,28-01-2025,Layoff,,Patrick,10,0,3,No,4,2.51,High,Non-Diverse,67.6,3136.46,40,Yes,30,8.81
47903,05-10-2017,22-09-1995,Female,Finance,"Therapist, horticultural",Terminated,349,Nathan Le,Director,5,18,2,98159.49,6769.11,2,6,14,23,3,Walk-in,1.94,01-08-2021,None,,Thomas G,22,2,7,Yes,1,4.47,High,Non-Diverse,93.13,2666.58,11,Yes,43,9.53
47904,09-01-2017,27-02-1992,Non-Binary,IT,Fitness centre manager,On Leave,784,Amanda Jones,VP,0,5,1,75477.97,3590.66,5,4,62,6,19,Recruiter,2.54,,,18-08-2022,Patrick,46,4,9,No,2,3.02,Low,Diverse,73.9,5095.46,35,Yes,33,1.79
47905,12-07-2019,18-05-1983,Male,Sales,"Development worker, international aid",On Leave,662,Randall Salazar,VP,5,5,4,93394.5,13189.82,7,3,89,35,12,Referral,2.07,,,,Thomas G,20,1,4,Yes,5,3.07,Medium,Non-Diverse,60.66,1148.92,16,Yes,60,7.47
47906,11-01-2019,26-04-1976,Non-Binary,IT,"Sound technician, broadcasting/film/video",Active,797,William Leon,VP,9,8,4,104085.15,18647.7,1,4,2,12,10,Job Board,1.38,,,10-06-2021,Arun S,41,2,11,No,5,3.73,Medium,Non-Diverse,68.18,7471.88,51,Yes,49,4.14
47907,05-02-2019,25-11-2002,Female,IT,Ambulance person,Terminated,112,Jason Clarke,VP,7,17,4,40009.15,5104.72,1,7,52,23,14,Job Board,1.15,02-03-2024,Retirement,06-09-2023,Patrick,12,1,7,Yes,2,1.21,High,Non-Diverse,66.65,2315.95,48,No,30,2.55
47908,25-07-2015,12-12-2001,Non-Binary,Finance,Information systems manager,Terminated,675,Ana Huber,VP,13,0,5,96721.24,3080.07,10,6,22,4,6,Recruiter,1.12,16-04-2023,None,07-06-2016,Arun S,18,2,3,Yes,2,2.97,High,Non-Diverse,95.56,5618.04,21,No,48,8.08
47909,24-12-2015,16-04-1962,Male,HR,Haematologist,On Leave,428,Gerald Reynolds,Manager,1,12,3,71145.97,2244.47,10,4,98,33,9,Referral,3.34,,,02-03-2016,Arun S,14,4,19,No,4,3.83,Low,Non-Diverse,79.93,7105.27,30,Yes,41,6.29
47910,21-01-2022,03-05-1960,Male,Marketing,Freight forwarder,Terminated,374,Sabrina Doyle,Director,9,4,2,61195.72,13452.69,8,10,69,40,9,Recruiter,2.93,03-01-2025,None,,Patrick,43,5,12,Yes,4,2.13,Medium,Non-Diverse,76.19,1923.6,32,Yes,45,5.7
47911,04-11-2017,22-10-2005,Non-Binary,Sales,"Scientist, physiological",Active,292,Scott Rodriguez,Manager,3,15,3,114314.12,16616.57,7,6,52,9,8,Recruiter,4.55,,,,Thomas G,10,4,18,No,4,4.98,High,Non-Diverse,72.61,3997.98,49,Yes,40,2.65
47912,02-06-2019,19-06-1993,Non-Binary,HR,"Editor, film/video",Terminated,545,Joseph Schmitt,Manager,15,11,4,93451.41,8522.8,4,1,69,35,14,Referral,2.82,04-04-2024,Retirement,,Arun S,43,3,1,No,5,3.95,Medium,Diverse,95.89,6066.47,35,Yes,60,9.97
47913,27-09-2017,16-04-1964,Female,Finance,"Designer, ceramics/pottery",Active,410,Nicole Greer,Director,3,8,4,31528.45,17658.68,4,3,94,1,1,Recruiter,2.08,,,,Thomas G,20,4,12,No,0,1.81,Medium,Diverse,74.57,3616.76,43,No,49,8
47914,08-04-2018,09-06-1968,Male,Sales,"Nurse, learning disability",Terminated,517,Daniel Anderson,Manager,6,4,4,73550.36,5561.46,3,3,41,17,18,Walk-in,1.99,18-06-2018,Retirement,01-01-2024,Patrick,34,2,17,Yes,3,1.93,High,Non-Diverse,89.98,7497.56,9,Yes,40,2.97
47915,17-04-2019,18-08-1977,Female,Marketing,"Runner, broadcasting/film/video",Active,101,Kathryn Mann,Director,5,16,1,108841.01,11454.09,1,1,41,18,20,Referral,1.59,,,26-02-2023,Arun S,49,5,13,Yes,1,4.16,High,Diverse,72.39,6909.75,33,Yes,50,7.42
47916,12-05-2015,24-05-1964,Male,HR,"Sales professional, IT",Terminated,347,Andrew Velasquez,Director,6,7,2,54060.01,19828.56,7,2,86,32,11,Referral,4.39,12-08-2017,Layoff,09-09-2023,Thomas G,27,2,19,Yes,4,4.28,High,Non-Diverse,92.07,5534.12,19,Yes,39,5.07
47917,12-09-2024,24-02-1976,Non-Binary,IT,Newspaper journalist,Terminated,502,Mary Harris,Manager,14,19,2,59495.8,10453.54,9,2,46,25,11,Walk-in,2.51,13-01-2025,Layoff,21-12-2024,Thomas G,16,0,19,Yes,3,1.98,Low,Diverse,59.68,9613.59,38,Yes,44,6.8
47918,01-07-2020,10-09-1960,Female,Finance,"Surveyor, mining",On Leave,632,Lisa Bradshaw,Director,0,13,4,103833.19,15331.2,2,6,24,31,20,Referral,3.68,,,31-08-2024,Arun S,21,1,1,Yes,0,1.25,Low,Diverse,86.23,6052.32,47,No,56,9.44
47919,01-03-2015,03-06-1964,Male,IT,Health promotion specialist,Active,410,Timothy Patel,VP,18,20,5,36151.22,15358.48,5,7,20,6,18,Walk-in,2.06,,,12-02-2022,Thomas G,28,3,5,No,3,1.95,Low,Diverse,80.85,4682.4,35,Yes,59,3.19
47920,20-06-2017,27-05-1965,Female,Marketing,"Chemist, analytical",On Leave,679,Christopher Hampton,Director,19,19,4,95406.83,6945.34,3,10,58,21,10,Job Board,1.18,,,28-06-2019,Thomas G,30,0,14,Yes,4,4.97,High,Non-Diverse,52.48,8336.59,57,Yes,44,2.44
47921,05-11-2018,09-10-1968,Non-Binary,Marketing,Medical laboratory scientific officer,Active,991,Karina Johnson,VP,8,0,1,43395.96,194.58,6,4,14,3,19,Recruiter,1.82,,,,Patrick,8,4,15,Yes,0,4.52,Low,Diverse,59.42,1940.9,30,Yes,54,6.15
47922,21-05-2019,02-09-1994,Female,IT,"Geologist, wellsite",Terminated,343,Stephen Martin,Director,3,6,3,82879.02,5706.13,5,1,70,36,9,Walk-in,2.35,24-06-2021,None,25-10-2021,Patrick,47,5,7,No,3,3.56,Medium,Non-Diverse,54.06,7876.23,57,Yes,54,6.51
47923,11-09-2018,28-03-1987,Male,Finance,Dealer,On Leave,458,Michael Melton,Manager,15,16,2,42167.88,548.78,9,4,44,23,12,Walk-in,4.35,,,,Patrick,21,3,4,No,5,2.23,Low,Non-Diverse,99.8,7627.03,35,Yes,32,3.36
47924,25-03-2018,16-07-1986,Male,Marketing,Communications engineer,On Leave,668,Susan Perez,Manager,19,15,3,86552.61,14276.26,3,7,4,47,5,Walk-in,3.7,,,,Thomas G,28,3,19,Yes,2,4.35,Low,Diverse,70.72,4366.03,20,Yes,34,9.45
47925,07-10-2015,25-05-1993,Non-Binary,Marketing,Physiological scientist,Terminated,250,Rita Jefferson,Manager,11,0,3,49782.78,3554.22,9,4,11,31,2,Recruiter,2.52,28-01-2024,Layoff,,Patrick,6,3,12,Yes,1,2.73,High,Diverse,64.18,6804.98,21,No,34,5.51
47926,13-07-2024,23-09-1992,Male,Sales,Film/video editor,Active,763,John Booth,Director,10,19,1,77102.61,1076.3,4,0,71,32,17,Job Board,2.33,,,09-08-2024,Arun S,19,0,0,No,2,2.23,High,Diverse,57.73,5320.94,24,Yes,51,9.62
47927,14-09-2024,23-02-1979,Male,HR,Mental health nurse,Terminated,53,Jennifer Hayes,Manager,14,19,1,60896.92,2340.09,3,5,96,29,2,Recruiter,3.23,19-12-2024,Layoff,28-12-2024,Arun S,21,3,16,Yes,3,3.29,Low,Non-Diverse,50.49,3962.57,5,No,40,8.01
47928,23-11-2018,18-04-1969,Male,Sales,"Psychotherapist, dance movement",On Leave,671,Tristan Fuentes,Director,4,5,2,96726.1,6791.94,3,9,23,22,6,Recruiter,4.24,,,22-04-2021,Patrick,47,5,5,Yes,1,4.61,High,Non-Diverse,89.15,3458.8,32,Yes,59,7.32
47929,06-03-2016,14-05-2003,Male,Finance,"Engineer, manufacturing systems",Terminated,419,Alyssa Graham,Director,4,3,4,91283.63,11203.92,4,8,23,46,6,Walk-in,4.41,21-12-2021,Layoff,,Thomas G,14,2,3,Yes,2,2.78,High,Non-Diverse,63.72,7776.67,13,No,58,7.59
47930,26-10-2020,29-07-1980,Non-Binary,HR,Dentist,Active,655,Zachary Chavez,VP,18,14,3,82774.63,16662.9,2,9,9,9,1,Recruiter,4.2,,,21-06-2024,Arun S,29,2,1,Yes,0,4.54,Low,Diverse,78.53,5530.92,13,No,51,1.45
47931,18-07-2023,28-07-1979,Male,Finance,Health service manager,On Leave,457,Monica Underwood,VP,11,16,3,116230.4,13371.84,0,7,87,37,8,Referral,4.02,,,05-08-2023,Patrick,21,2,2,Yes,0,2.64,Medium,Diverse,85.16,5553.67,59,No,49,6.28
47932,16-07-2021,30-03-1975,Female,HR,Colour technologist,Active,800,Jonathan Johnson,Director,10,7,1,45156.85,12178.77,6,3,73,37,10,Referral,4.82,,,,Patrick,24,2,6,No,0,4.6,Medium,Non-Diverse,53.49,4828.52,26,No,55,6.43
47933,17-01-2022,01-05-1966,Non-Binary,Finance,Maintenance engineer,On Leave,28,Savannah Bryan,VP,19,13,4,61837.21,18312.81,6,7,20,13,20,Walk-in,4.64,,,,Patrick,37,5,1,No,3,4.17,Low,Diverse,54.47,2093.55,48,Yes,42,5.49
47934,05-01-2019,16-01-1992,Female,Marketing,"Education officer, museum",On Leave,108,Dr. James Rich,VP,17,13,2,62114.39,8418.94,6,3,11,46,17,Recruiter,4.51,,,,Arun S,48,1,10,No,1,4.61,High,Non-Diverse,97.12,8718.1,17,No,41,7.74
47935,07-08-2017,03-04-2001,Female,Finance,"Therapist, horticultural",Active,145,Kimberly Ryan,VP,18,18,3,94763.5,17684.15,3,3,3,2,19,Walk-in,4.55,,,,Arun S,13,2,15,No,3,1.83,Medium,Diverse,70.11,5850.02,49,Yes,56,8.45
47936,07-12-2019,12-04-1998,Non-Binary,HR,Veterinary surgeon,Active,399,Jennifer Bush,VP,2,0,5,115527.54,8410.75,7,5,81,9,12,Job Board,3.5,,,27-02-2024,Thomas G,44,5,0,Yes,3,1.54,Medium,Diverse,73.86,7401.95,26,No,40,2.48
47937,23-08-2023,10-02-1968,Non-Binary,Marketing,Charity fundraiser,Active,302,Dawn Burns,VP,4,5,2,46451.17,6764.85,10,5,0,34,2,Walk-in,3.11,,,30-06-2024,Arun S,7,5,20,Yes,2,1.33,Medium,Non-Diverse,94.86,7546.31,27,No,58,5.34
47938,06-12-2023,13-04-1976,Female,Finance,"Nurse, learning disability",On Leave,908,Donna Zavala,Director,18,0,5,82268.06,10049.52,10,3,3,24,10,Referral,3.98,,,,Thomas G,24,2,13,No,4,4.84,Medium,Diverse,78.1,1146.37,25,No,53,9.89
47939,01-09-2024,19-02-1991,Female,Sales,Learning mentor,On Leave,345,Joseph Lopez,VP,13,2,5,62132.52,5617.88,7,4,74,12,5,Walk-in,4.78,,,,Thomas G,32,1,2,No,0,2.84,High,Diverse,88.96,2238.47,56,Yes,43,3.15
47940,26-07-2015,26-08-1981,Male,Finance,Advertising account executive,On Leave,932,Jane Nguyen,VP,18,0,3,96174.93,16246.95,0,2,60,40,5,Recruiter,1.82,,,02-09-2017,Patrick,7,0,20,Yes,2,3.7,Low,Non-Diverse,60.37,4224.27,24,Yes,57,6.8
47941,26-09-2015,23-04-1971,Non-Binary,Sales,Medical sales representative,On Leave,960,Joseph Ford,VP,15,2,3,106917.66,13450.99,5,0,63,37,0,Referral,1.72,,,,Patrick,36,2,20,Yes,2,3.89,Low,Non-Diverse,89.12,2224.98,33,No,56,9.8
47942,02-11-2019,25-11-1975,Male,Sales,Furniture conservator/restorer,On Leave,661,Todd Marquez,Director,13,13,1,69520.32,3778.44,2,10,25,39,19,Recruiter,1.02,,,08-10-2020,Thomas G,22,0,14,No,4,3.33,Low,Diverse,55.61,2737.78,29,No,55,3
47943,11-08-2015,07-11-1960,Female,Sales,Dispensing optician,Active,101,Brian Hardy,VP,8,11,5,92127.28,13408.61,8,10,36,0,19,Referral,4.21,,,,Patrick,37,5,16,Yes,2,1.9,Low,Diverse,93.34,7986.18,58,Yes,56,6.94
47944,13-01-2022,11-06-1986,Non-Binary,Finance,"Engineer, automotive",Terminated,939,Arthur Miller,Manager,10,14,5,33992.47,6646.09,7,10,35,9,19,Recruiter,2.16,11-09-2022,None,,Arun S,14,3,18,Yes,5,3.38,Low,Non-Diverse,97.58,3245.44,20,No,45,9.34
47945,05-02-2018,06-12-1976,Male,HR,Information systems manager,Active,145,Paul Trevino,Director,16,18,2,65644.13,9290.36,7,8,100,44,1,Walk-in,3.66,,,07-08-2019,Arun S,46,2,12,Yes,3,3.46,Medium,Diverse,50.22,7936.95,39,Yes,44,8.74
47946,29-08-2022,27-12-2004,Female,Marketing,Warehouse manager,Terminated,428,James Benton,Manager,10,16,4,118041.72,19446.31,0,3,55,45,11,Walk-in,2.04,23-03-2023,Retirement,30-10-2023,Arun S,17,0,8,No,2,1.88,High,Non-Diverse,81.25,9695.14,37,No,50,6.58
47947,14-11-2024,03-06-1995,Non-Binary,Sales,Chief Technology Officer,Active,382,Tina Cruz,VP,12,14,4,109855.25,4641.45,6,7,10,10,1,Recruiter,1.97,,,,Patrick,35,2,18,No,5,3.25,Low,Diverse,78.88,1959.49,57,No,57,7.66
47948,21-05-2020,21-10-2005,Male,Marketing,Community arts worker,On Leave,381,Sarah Shaffer,Director,0,10,5,117177.91,4419.08,8,5,28,25,4,Recruiter,3.1,,,18-11-2024,Arun S,12,3,0,Yes,0,2.61,Low,Non-Diverse,68.41,4900.24,24,No,41,4.49
47949,09-10-2019,19-09-1980,Female,Marketing,Manufacturing engineer,On Leave,669,Roy Edwards,Director,13,0,4,91559.43,18619.71,2,9,61,46,8,Recruiter,2.46,,,,Patrick,9,5,13,Yes,2,3.81,Medium,Diverse,71.88,9349.3,21,Yes,50,7.01
47950,30-08-2017,04-02-1962,Non-Binary,Sales,"Scientist, physiological",Active,197,Carol Martin,Manager,1,9,5,96253.38,3768.27,4,7,19,47,8,Recruiter,3.16,,,,Thomas G,41,4,15,No,4,1.54,Low,Diverse,97.52,9029.51,38,No,47,1.26
47951,09-07-2015,19-07-2006,Male,Marketing,"Engineer, agricultural",Terminated,489,Christopher Perry,Director,19,13,4,70288.8,5309.48,1,8,91,16,10,Referral,4.94,11-03-2024,Resignation,,Arun S,23,1,18,Yes,4,4.84,Low,Non-Diverse,63.05,5361.9,6,No,54,8.46
47952,23-05-2024,04-05-1968,Non-Binary,IT,"Doctor, hospital",On Leave,538,David Rasmussen,Director,11,10,4,39817.41,6173.8,3,3,3,1,5,Walk-in,2.64,,,13-10-2024,Arun S,24,3,8,No,3,3.04,Medium,Non-Diverse,68.62,7175.15,60,Yes,38,3.23
47953,15-08-2019,14-03-1967,Female,Sales,Financial controller,Terminated,378,Lisa Roberts,Manager,1,2,1,118806.1,17022.08,6,9,84,37,9,Job Board,3.45,05-07-2020,None,18-08-2020,Thomas G,15,5,10,No,1,3.6,High,Diverse,95.65,4983.98,7,No,33,7.33
47954,14-12-2022,15-09-1972,Non-Binary,Finance,Broadcast engineer,Active,512,Shannon Thomas,VP,16,7,5,60623.7,15612.37,2,1,39,21,11,Recruiter,4.33,,,,Thomas G,34,2,20,Yes,5,3.87,Low,Diverse,90.83,5865.02,51,No,53,9.77
47955,18-07-2023,08-02-1991,Female,Marketing,"Lecturer, further education",On Leave,563,Patrick Hester,Manager,1,18,5,119050.02,4084.17,3,6,74,28,9,Walk-in,2.93,,,,Patrick,26,3,10,Yes,2,4.63,Medium,Non-Diverse,53.98,4745.51,5,No,56,6.23
47956,14-10-2024,24-06-1987,Male,Sales,Veterinary surgeon,Active,52,Gary Guzman,VP,5,15,3,98886.28,17030.95,5,5,51,45,2,Walk-in,3.85,,,,Arun S,13,1,17,Yes,2,3.74,Low,Non-Diverse,86.19,4710.42,24,Yes,33,6.65
47957,17-06-2016,09-04-1989,Female,HR,"Surveyor, quantity",Active,171,Rachel Hughes,VP,7,6,5,50806.21,1757.4,0,5,80,45,17,Referral,3.57,,,,Arun S,48,4,15,Yes,2,1.75,High,Diverse,87.42,2759.18,13,No,43,2.91
47958,24-10-2018,18-05-2002,Male,Finance,Magazine features editor,Active,283,Brittney Williams,Manager,8,18,2,39813.59,390.33,9,2,25,1,14,Recruiter,4.49,,,19-04-2020,Patrick,15,3,12,No,5,1.6,High,Diverse,95.43,7337.27,46,No,50,4.58
47959,13-07-2022,27-11-1987,Male,Marketing,Ambulance person,On Leave,995,Douglas Butler,Manager,10,12,3,49639.48,12693.97,5,9,58,8,2,Job Board,4.39,,,21-09-2023,Thomas G,38,5,1,Yes,2,3.2,Medium,Diverse,95.54,1969.06,47,Yes,37,4.02
47960,29-03-2020,28-03-2003,Male,Sales,Graphic designer,On Leave,805,Christopher Ferguson,Director,14,10,4,95832.39,12338.26,5,5,5,24,12,Referral,2.07,,,,Patrick,6,3,9,No,0,4.95,Medium,Diverse,99.99,4818.06,26,Yes,53,9.19
47961,15-10-2022,09-08-1974,Female,Sales,Equities trader,Active,758,Diana Roberson,Manager,11,11,3,89852.17,10086.2,0,3,27,11,6,Walk-in,1.51,,,,Arun S,41,4,20,Yes,3,1.56,High,Non-Diverse,74.8,4454.89,22,Yes,49,9.33
